GameTimer,Variable1,Variable2
2.912676,Variable1Value,Variable2Value
2.914213,Variable1Value,Variable2Value
2.915571,Variable1Value,Variable2Value
2.917001,Variable1Value,Variable2Value
2.918463,Variable1Value,Variable2Value
2.919992,Variable1Value,Variable2Value
2.921409,Variable1Value,Variable2Value
2.922857,Variable1Value,Variable2Value
2.924208,Variable1Value,Variable2Value
2.925682,Variable1Value,Variable2Value
2.927376,Variable1Value,Variable2Value
2.928802,Variable1Value,Variable2Value
2.930208,Variable1Value,Variable2Value
2.931543,Variable1Value,Variable2Value
2.933083,Variable1Value,Variable2Value
2.934749,Variable1Value,Variable2Value
2.936235,Variable1Value,Variable2Value
2.937667,Variable1Value,Variable2Value
2.939039,Variable1Value,Variable2Value
2.940385,Variable1Value,Variable2Value
2.942109,Variable1Value,Variable2Value
2.943514,Variable1Value,Variable2Value
2.94492,Variable1Value,Variable2Value
2.946314,Variable1Value,Variable2Value
2.947614,Variable1Value,Variable2Value
2.949398,Variable1Value,Variable2Value
2.950913,Variable1Value,Variable2Value
2.952491,Variable1Value,Variable2Value
2.953942,Variable1Value,Variable2Value
2.955375,Variable1Value,Variable2Value
2.956892,Variable1Value,Variable2Value
2.958306,Variable1Value,Variable2Value
2.959694,Variable1Value,Variable2Value
2.961192,Variable1Value,Variable2Value
2.96268,Variable1Value,Variable2Value
2.964262,Variable1Value,Variable2Value
2.965621,Variable1Value,Variable2Value
2.967188,Variable1Value,Variable2Value
2.968659,Variable1Value,Variable2Value
2.970029,Variable1Value,Variable2Value
2.971537,Variable1Value,Variable2Value
2.972946,Variable1Value,Variable2Value
2.974385,Variable1Value,Variable2Value
2.975861,Variable1Value,Variable2Value
2.977293,Variable1Value,Variable2Value
2.978832,Variable1Value,Variable2Value
2.980212,Variable1Value,Variable2Value
2.981648,Variable1Value,Variable2Value
2.983259,Variable1Value,Variable2Value
2.984776,Variable1Value,Variable2Value
2.98633,Variable1Value,Variable2Value
2.987725,Variable1Value,Variable2Value
2.98912,Variable1Value,Variable2Value
2.990513,Variable1Value,Variable2Value
2.992002,Variable1Value,Variable2Value
2.993548,Variable1Value,Variable2Value
2.994913,Variable1Value,Variable2Value
2.996528,Variable1Value,Variable2Value
2.997948,Variable1Value,Variable2Value
2.999702,Variable1Value,Variable2Value
3.001349,Variable1Value,Variable2Value
3.002804,Variable1Value,Variable2Value
3.004476,Variable1Value,Variable2Value
3.005906,Variable1Value,Variable2Value
3.00725,Variable1Value,Variable2Value
3.008948,Variable1Value,Variable2Value
3.01032,Variable1Value,Variable2Value
3.011746,Variable1Value,Variable2Value
3.013302,Variable1Value,Variable2Value
3.014772,Variable1Value,Variable2Value
3.016222,Variable1Value,Variable2Value
3.017628,Variable1Value,Variable2Value
3.018952,Variable1Value,Variable2Value
3.020353,Variable1Value,Variable2Value
3.021728,Variable1Value,Variable2Value
3.023659,Variable1Value,Variable2Value
3.025185,Variable1Value,Variable2Value
3.026606,Variable1Value,Variable2Value
3.028063,Variable1Value,Variable2Value
3.029475,Variable1Value,Variable2Value
3.031039,Variable1Value,Variable2Value
3.032452,Variable1Value,Variable2Value
3.033981,Variable1Value,Variable2Value
3.035463,Variable1Value,Variable2Value
3.036994,Variable1Value,Variable2Value
3.038498,Variable1Value,Variable2Value
3.040174,Variable1Value,Variable2Value
3.041695,Variable1Value,Variable2Value
3.043128,Variable1Value,Variable2Value
3.044742,Variable1Value,Variable2Value
3.046535,Variable1Value,Variable2Value
3.048099,Variable1Value,Variable2Value
3.049628,Variable1Value,Variable2Value
3.051432,Variable1Value,Variable2Value
3.052864,Variable1Value,Variable2Value
3.054394,Variable1Value,Variable2Value
3.055925,Variable1Value,Variable2Value
3.057309,Variable1Value,Variable2Value
3.058969,Variable1Value,Variable2Value
3.060488,Variable1Value,Variable2Value
3.062037,Variable1Value,Variable2Value
3.063493,Variable1Value,Variable2Value
3.064845,Variable1Value,Variable2Value
3.066288,Variable1Value,Variable2Value
3.067721,Variable1Value,Variable2Value
3.069243,Variable1Value,Variable2Value
3.070618,Variable1Value,Variable2Value
3.072042,Variable1Value,Variable2Value
3.073424,Variable1Value,Variable2Value
3.074844,Variable1Value,Variable2Value
3.076524,Variable1Value,Variable2Value
3.077911,Variable1Value,Variable2Value
3.079314,Variable1Value,Variable2Value
3.080724,Variable1Value,Variable2Value
3.082188,Variable1Value,Variable2Value
3.083934,Variable1Value,Variable2Value
3.085314,Variable1Value,Variable2Value
3.086741,Variable1Value,Variable2Value
3.0881,Variable1Value,Variable2Value
3.089418,Variable1Value,Variable2Value
3.091062,Variable1Value,Variable2Value
3.092578,Variable1Value,Variable2Value
3.094112,Variable1Value,Variable2Value
3.095555,Variable1Value,Variable2Value
3.096897,Variable1Value,Variable2Value
3.098453,Variable1Value,Variable2Value
3.099814,Variable1Value,Variable2Value
3.101295,Variable1Value,Variable2Value
3.102735,Variable1Value,Variable2Value
3.104151,Variable1Value,Variable2Value
3.105757,Variable1Value,Variable2Value
3.107548,Variable1Value,Variable2Value
3.109059,Variable1Value,Variable2Value
3.110444,Variable1Value,Variable2Value
3.111753,Variable1Value,Variable2Value
3.113254,Variable1Value,Variable2Value
3.114712,Variable1Value,Variable2Value
3.116159,Variable1Value,Variable2Value
3.117794,Variable1Value,Variable2Value
3.119189,Variable1Value,Variable2Value
3.120723,Variable1Value,Variable2Value
3.12216,Variable1Value,Variable2Value
3.123582,Variable1Value,Variable2Value
3.125054,Variable1Value,Variable2Value
3.126443,Variable1Value,Variable2Value
3.127995,Variable1Value,Variable2Value
3.12958,Variable1Value,Variable2Value
3.130904,Variable1Value,Variable2Value
3.132251,Variable1Value,Variable2Value
3.133836,Variable1Value,Variable2Value
3.135352,Variable1Value,Variable2Value
3.136676,Variable1Value,Variable2Value
3.138415,Variable1Value,Variable2Value
3.13998,Variable1Value,Variable2Value
3.141501,Variable1Value,Variable2Value
3.143124,Variable1Value,Variable2Value
3.144502,Variable1Value,Variable2Value
3.145875,Variable1Value,Variable2Value
3.147254,Variable1Value,Variable2Value
3.148642,Variable1Value,Variable2Value
3.150297,Variable1Value,Variable2Value
3.151772,Variable1Value,Variable2Value
3.153348,Variable1Value,Variable2Value
3.15479,Variable1Value,Variable2Value
3.156397,Variable1Value,Variable2Value
3.158039,Variable1Value,Variable2Value
3.159587,Variable1Value,Variable2Value
3.161049,Variable1Value,Variable2Value
3.162442,Variable1Value,Variable2Value
3.163859,Variable1Value,Variable2Value
3.165468,Variable1Value,Variable2Value
3.166875,Variable1Value,Variable2Value
3.168359,Variable1Value,Variable2Value
3.16991,Variable1Value,Variable2Value
3.171312,Variable1Value,Variable2Value
3.172873,Variable1Value,Variable2Value
3.174384,Variable1Value,Variable2Value
3.175837,Variable1Value,Variable2Value
3.177237,Variable1Value,Variable2Value
3.178575,Variable1Value,Variable2Value
3.180144,Variable1Value,Variable2Value
3.181532,Variable1Value,Variable2Value
3.182948,Variable1Value,Variable2Value
3.184468,Variable1Value,Variable2Value
3.185874,Variable1Value,Variable2Value
3.187505,Variable1Value,Variable2Value
3.188953,Variable1Value,Variable2Value
3.193372,Variable1Value,Variable2Value
3.199908,Variable1Value,Variable2Value
3.202029,Variable1Value,Variable2Value
3.203816,Variable1Value,Variable2Value
3.205275,Variable1Value,Variable2Value
3.20708,Variable1Value,Variable2Value
3.208501,Variable1Value,Variable2Value
3.209937,Variable1Value,Variable2Value
3.211419,Variable1Value,Variable2Value
3.212798,Variable1Value,Variable2Value
3.214233,Variable1Value,Variable2Value
3.216313,Variable1Value,Variable2Value
3.217824,Variable1Value,Variable2Value
3.219343,Variable1Value,Variable2Value
3.220807,Variable1Value,Variable2Value
3.222383,Variable1Value,Variable2Value
3.223769,Variable1Value,Variable2Value
3.225149,Variable1Value,Variable2Value
3.226824,Variable1Value,Variable2Value
3.22822,Variable1Value,Variable2Value
3.229664,Variable1Value,Variable2Value
3.231042,Variable1Value,Variable2Value
3.232363,Variable1Value,Variable2Value
3.234209,Variable1Value,Variable2Value
3.235788,Variable1Value,Variable2Value
3.23718,Variable1Value,Variable2Value
3.238614,Variable1Value,Variable2Value
3.240036,Variable1Value,Variable2Value
3.24177,Variable1Value,Variable2Value
3.243177,Variable1Value,Variable2Value
3.244554,Variable1Value,Variable2Value
3.24614,Variable1Value,Variable2Value
3.247508,Variable1Value,Variable2Value
3.249,Variable1Value,Variable2Value
3.250439,Variable1Value,Variable2Value
3.251883,Variable1Value,Variable2Value
3.253316,Variable1Value,Variable2Value
3.254802,Variable1Value,Variable2Value
3.256343,Variable1Value,Variable2Value
3.257796,Variable1Value,Variable2Value
3.2594,Variable1Value,Variable2Value
3.260802,Variable1Value,Variable2Value
3.262475,Variable1Value,Variable2Value
3.264003,Variable1Value,Variable2Value
3.265356,Variable1Value,Variable2Value
3.266815,Variable1Value,Variable2Value
3.268182,Variable1Value,Variable2Value
3.269534,Variable1Value,Variable2Value
3.271152,Variable1Value,Variable2Value
3.27265,Variable1Value,Variable2Value
3.274373,Variable1Value,Variable2Value
3.275807,Variable1Value,Variable2Value
3.277329,Variable1Value,Variable2Value
3.278825,Variable1Value,Variable2Value
3.28015,Variable1Value,Variable2Value
3.282119,Variable1Value,Variable2Value
3.283587,Variable1Value,Variable2Value
3.284967,Variable1Value,Variable2Value
3.286572,Variable1Value,Variable2Value
3.287886,Variable1Value,Variable2Value
3.289685,Variable1Value,Variable2Value
3.291148,Variable1Value,Variable2Value
3.292708,Variable1Value,Variable2Value
3.294213,Variable1Value,Variable2Value
3.295748,Variable1Value,Variable2Value
3.297706,Variable1Value,Variable2Value
3.29906,Variable1Value,Variable2Value
3.300663,Variable1Value,Variable2Value
3.3023,Variable1Value,Variable2Value
3.303648,Variable1Value,Variable2Value
3.305702,Variable1Value,Variable2Value
3.307268,Variable1Value,Variable2Value
3.309085,Variable1Value,Variable2Value
3.310696,Variable1Value,Variable2Value
3.312027,Variable1Value,Variable2Value
3.314025,Variable1Value,Variable2Value
3.315403,Variable1Value,Variable2Value
3.316882,Variable1Value,Variable2Value
3.318409,Variable1Value,Variable2Value
3.319784,Variable1Value,Variable2Value
3.321694,Variable1Value,Variable2Value
3.323079,Variable1Value,Variable2Value
3.325056,Variable1Value,Variable2Value
3.326928,Variable1Value,Variable2Value
3.328511,Variable1Value,Variable2Value
3.330652,Variable1Value,Variable2Value
3.332224,Variable1Value,Variable2Value
3.334059,Variable1Value,Variable2Value
3.33578,Variable1Value,Variable2Value
3.337631,Variable1Value,Variable2Value
3.33906,Variable1Value,Variable2Value
3.34048,Variable1Value,Variable2Value
3.342157,Variable1Value,Variable2Value
3.343765,Variable1Value,Variable2Value
3.345864,Variable1Value,Variable2Value
3.347306,Variable1Value,Variable2Value
3.348682,Variable1Value,Variable2Value
3.350267,Variable1Value,Variable2Value
3.351865,Variable1Value,Variable2Value
3.353778,Variable1Value,Variable2Value
3.355243,Variable1Value,Variable2Value
3.356644,Variable1Value,Variable2Value
3.358098,Variable1Value,Variable2Value
3.359631,Variable1Value,Variable2Value
3.361091,Variable1Value,Variable2Value
3.36303,Variable1Value,Variable2Value
3.364418,Variable1Value,Variable2Value
3.365785,Variable1Value,Variable2Value
3.36755,Variable1Value,Variable2Value
3.368868,Variable1Value,Variable2Value
3.370747,Variable1Value,Variable2Value
3.37217,Variable1Value,Variable2Value
3.373666,Variable1Value,Variable2Value
3.375364,Variable1Value,Variable2Value
3.37674,Variable1Value,Variable2Value
3.378643,Variable1Value,Variable2Value
3.380063,Variable1Value,Variable2Value
3.381491,Variable1Value,Variable2Value
3.383018,Variable1Value,Variable2Value
3.384426,Variable1Value,Variable2Value
3.386733,Variable1Value,Variable2Value
3.388504,Variable1Value,Variable2Value
3.390397,Variable1Value,Variable2Value
3.392363,Variable1Value,Variable2Value
3.394711,Variable1Value,Variable2Value
3.396317,Variable1Value,Variable2Value
3.397858,Variable1Value,Variable2Value
3.399564,Variable1Value,Variable2Value
3.401679,Variable1Value,Variable2Value
3.403154,Variable1Value,Variable2Value
3.404661,Variable1Value,Variable2Value
3.406029,Variable1Value,Variable2Value
3.40737,Variable1Value,Variable2Value
3.409699,Variable1Value,Variable2Value
3.411102,Variable1Value,Variable2Value
3.4126,Variable1Value,Variable2Value
3.413969,Variable1Value,Variable2Value
3.415294,Variable1Value,Variable2Value
3.417058,Variable1Value,Variable2Value
3.418857,Variable1Value,Variable2Value
3.420326,Variable1Value,Variable2Value
3.421687,Variable1Value,Variable2Value
3.422995,Variable1Value,Variable2Value
3.424961,Variable1Value,Variable2Value
3.426878,Variable1Value,Variable2Value
3.428315,Variable1Value,Variable2Value
3.429675,Variable1Value,Variable2Value
3.431024,Variable1Value,Variable2Value
3.432818,Variable1Value,Variable2Value
3.434768,Variable1Value,Variable2Value
3.436274,Variable1Value,Variable2Value
3.437682,Variable1Value,Variable2Value
3.439055,Variable1Value,Variable2Value
3.440621,Variable1Value,Variable2Value
3.442513,Variable1Value,Variable2Value
3.44496,Variable1Value,Variable2Value
3.44672,Variable1Value,Variable2Value
3.448404,Variable1Value,Variable2Value
3.450901,Variable1Value,Variable2Value
3.452329,Variable1Value,Variable2Value
3.454047,Variable1Value,Variable2Value
3.455498,Variable1Value,Variable2Value
3.456829,Variable1Value,Variable2Value
3.45902,Variable1Value,Variable2Value
3.460442,Variable1Value,Variable2Value
3.462093,Variable1Value,Variable2Value
3.46347,Variable1Value,Variable2Value
3.464886,Variable1Value,Variable2Value
3.466806,Variable1Value,Variable2Value
3.46821,Variable1Value,Variable2Value
3.469816,Variable1Value,Variable2Value
3.471168,Variable1Value,Variable2Value
3.472496,Variable1Value,Variable2Value
3.474379,Variable1Value,Variable2Value
3.475853,Variable1Value,Variable2Value
3.47748,Variable1Value,Variable2Value
3.478873,Variable1Value,Variable2Value
3.480294,Variable1Value,Variable2Value
3.482183,Variable1Value,Variable2Value
3.483642,Variable1Value,Variable2Value
3.485262,Variable1Value,Variable2Value
3.486621,Variable1Value,Variable2Value
3.487972,Variable1Value,Variable2Value
3.490056,Variable1Value,Variable2Value
3.491515,Variable1Value,Variable2Value
3.493193,Variable1Value,Variable2Value
3.494883,Variable1Value,Variable2Value
3.496207,Variable1Value,Variable2Value
3.497968,Variable1Value,Variable2Value
3.499354,Variable1Value,Variable2Value
3.500901,Variable1Value,Variable2Value
3.502332,Variable1Value,Variable2Value
3.503796,Variable1Value,Variable2Value
3.505347,Variable1Value,Variable2Value
3.506748,Variable1Value,Variable2Value
3.508404,Variable1Value,Variable2Value
3.509852,Variable1Value,Variable2Value
3.511189,Variable1Value,Variable2Value
3.512578,Variable1Value,Variable2Value
3.514592,Variable1Value,Variable2Value
3.516121,Variable1Value,Variable2Value
3.517619,Variable1Value,Variable2Value
3.519057,Variable1Value,Variable2Value
3.520409,Variable1Value,Variable2Value
3.522232,Variable1Value,Variable2Value
3.523783,Variable1Value,Variable2Value
3.525193,Variable1Value,Variable2Value
3.526734,Variable1Value,Variable2Value
3.528347,Variable1Value,Variable2Value
3.529774,Variable1Value,Variable2Value
3.531279,Variable1Value,Variable2Value
3.532882,Variable1Value,Variable2Value
3.534427,Variable1Value,Variable2Value
3.535807,Variable1Value,Variable2Value
3.537749,Variable1Value,Variable2Value
3.539317,Variable1Value,Variable2Value
3.54087,Variable1Value,Variable2Value
3.542508,Variable1Value,Variable2Value
3.544028,Variable1Value,Variable2Value
3.545406,Variable1Value,Variable2Value
3.546939,Variable1Value,Variable2Value
3.548745,Variable1Value,Variable2Value
3.550203,Variable1Value,Variable2Value
3.551654,Variable1Value,Variable2Value
3.55316,Variable1Value,Variable2Value
3.554787,Variable1Value,Variable2Value
3.556206,Variable1Value,Variable2Value
3.557628,Variable1Value,Variable2Value
3.559075,Variable1Value,Variable2Value
3.560558,Variable1Value,Variable2Value
3.562055,Variable1Value,Variable2Value
3.563403,Variable1Value,Variable2Value
3.564783,Variable1Value,Variable2Value
3.566124,Variable1Value,Variable2Value
3.567563,Variable1Value,Variable2Value
3.56907,Variable1Value,Variable2Value
3.570405,Variable1Value,Variable2Value
3.571956,Variable1Value,Variable2Value
3.573384,Variable1Value,Variable2Value
3.574789,Variable1Value,Variable2Value
3.576539,Variable1Value,Variable2Value
3.577879,Variable1Value,Variable2Value
3.579255,Variable1Value,Variable2Value
3.58075,Variable1Value,Variable2Value
3.582114,Variable1Value,Variable2Value
3.583716,Variable1Value,Variable2Value
3.585154,Variable1Value,Variable2Value
3.58651,Variable1Value,Variable2Value
3.588264,Variable1Value,Variable2Value
3.589715,Variable1Value,Variable2Value
3.591428,Variable1Value,Variable2Value
3.592802,Variable1Value,Variable2Value
3.594302,Variable1Value,Variable2Value
3.595642,Variable1Value,Variable2Value
3.597047,Variable1Value,Variable2Value
3.598768,Variable1Value,Variable2Value
3.600129,Variable1Value,Variable2Value
3.602015,Variable1Value,Variable2Value
3.603472,Variable1Value,Variable2Value
3.604822,Variable1Value,Variable2Value
3.606465,Variable1Value,Variable2Value
3.607778,Variable1Value,Variable2Value
3.609175,Variable1Value,Variable2Value
3.610512,Variable1Value,Variable2Value
3.611857,Variable1Value,Variable2Value
3.613602,Variable1Value,Variable2Value
3.615021,Variable1Value,Variable2Value
3.61636,Variable1Value,Variable2Value
3.619437,Variable1Value,Variable2Value
3.621692,Variable1Value,Variable2Value
3.623191,Variable1Value,Variable2Value
3.624671,Variable1Value,Variable2Value
3.626283,Variable1Value,Variable2Value
3.627637,Variable1Value,Variable2Value
3.629059,Variable1Value,Variable2Value
3.630537,Variable1Value,Variable2Value
3.632181,Variable1Value,Variable2Value
3.634079,Variable1Value,Variable2Value
3.635492,Variable1Value,Variable2Value
3.637015,Variable1Value,Variable2Value
3.638383,Variable1Value,Variable2Value
3.639772,Variable1Value,Variable2Value
3.64135,Variable1Value,Variable2Value
3.642755,Variable1Value,Variable2Value
3.644164,Variable1Value,Variable2Value
3.645579,Variable1Value,Variable2Value
3.646969,Variable1Value,Variable2Value
3.648556,Variable1Value,Variable2Value
3.650415,Variable1Value,Variable2Value
3.651819,Variable1Value,Variable2Value
3.653246,Variable1Value,Variable2Value
3.654666,Variable1Value,Variable2Value
3.656199,Variable1Value,Variable2Value
3.657584,Variable1Value,Variable2Value
3.659032,Variable1Value,Variable2Value
3.660507,Variable1Value,Variable2Value
3.661892,Variable1Value,Variable2Value
3.663459,Variable1Value,Variable2Value
3.664877,Variable1Value,Variable2Value
3.666248,Variable1Value,Variable2Value
3.667692,Variable1Value,Variable2Value
3.669169,Variable1Value,Variable2Value
3.670723,Variable1Value,Variable2Value
3.672086,Variable1Value,Variable2Value
3.68095,Variable1Value,Variable2Value
3.682897,Variable1Value,Variable2Value
3.684904,Variable1Value,Variable2Value
3.686288,Variable1Value,Variable2Value
3.687614,Variable1Value,Variable2Value
3.689187,Variable1Value,Variable2Value
3.691925,Variable1Value,Variable2Value
3.694347,Variable1Value,Variable2Value
3.695919,Variable1Value,Variable2Value
3.697338,Variable1Value,Variable2Value
3.698869,Variable1Value,Variable2Value
3.700628,Variable1Value,Variable2Value
3.701994,Variable1Value,Variable2Value
3.703351,Variable1Value,Variable2Value
3.704813,Variable1Value,Variable2Value
3.706463,Variable1Value,Variable2Value
3.708066,Variable1Value,Variable2Value
3.709471,Variable1Value,Variable2Value
3.710812,Variable1Value,Variable2Value
3.712292,Variable1Value,Variable2Value
3.713906,Variable1Value,Variable2Value
3.71548,Variable1Value,Variable2Value
3.716822,Variable1Value,Variable2Value
3.718315,Variable1Value,Variable2Value
3.719679,Variable1Value,Variable2Value
3.721128,Variable1Value,Variable2Value
3.722631,Variable1Value,Variable2Value
3.724136,Variable1Value,Variable2Value
3.725702,Variable1Value,Variable2Value
3.727459,Variable1Value,Variable2Value
3.729413,Variable1Value,Variable2Value
3.731095,Variable1Value,Variable2Value
3.732691,Variable1Value,Variable2Value
3.734382,Variable1Value,Variable2Value
3.735865,Variable1Value,Variable2Value
3.737635,Variable1Value,Variable2Value
3.739063,Variable1Value,Variable2Value
3.74039,Variable1Value,Variable2Value
3.74212,Variable1Value,Variable2Value
3.743579,Variable1Value,Variable2Value
3.745157,Variable1Value,Variable2Value
3.746517,Variable1Value,Variable2Value
3.747899,Variable1Value,Variable2Value
3.749296,Variable1Value,Variable2Value
3.750752,Variable1Value,Variable2Value
3.752633,Variable1Value,Variable2Value
3.754052,Variable1Value,Variable2Value
3.755376,Variable1Value,Variable2Value
3.756748,Variable1Value,Variable2Value
3.75897,Variable1Value,Variable2Value
3.760766,Variable1Value,Variable2Value
3.762146,Variable1Value,Variable2Value
3.763498,Variable1Value,Variable2Value
3.764928,Variable1Value,Variable2Value
3.766614,Variable1Value,Variable2Value
3.768269,Variable1Value,Variable2Value
3.769667,Variable1Value,Variable2Value
3.771044,Variable1Value,Variable2Value
3.772512,Variable1Value,Variable2Value
3.773953,Variable1Value,Variable2Value
3.775741,Variable1Value,Variable2Value
3.777549,Variable1Value,Variable2Value
3.778883,Variable1Value,Variable2Value
3.780323,Variable1Value,Variable2Value
3.781719,Variable1Value,Variable2Value
3.783406,Variable1Value,Variable2Value
3.784818,Variable1Value,Variable2Value
3.786465,Variable1Value,Variable2Value
3.787979,Variable1Value,Variable2Value
3.789531,Variable1Value,Variable2Value
3.791259,Variable1Value,Variable2Value
3.793083,Variable1Value,Variable2Value
3.794486,Variable1Value,Variable2Value
3.7959,Variable1Value,Variable2Value
3.797256,Variable1Value,Variable2Value
3.798905,Variable1Value,Variable2Value
3.800482,Variable1Value,Variable2Value
3.801953,Variable1Value,Variable2Value
3.803294,Variable1Value,Variable2Value
3.805076,Variable1Value,Variable2Value
3.806795,Variable1Value,Variable2Value
3.808251,Variable1Value,Variable2Value
3.809642,Variable1Value,Variable2Value
3.811059,Variable1Value,Variable2Value
3.812532,Variable1Value,Variable2Value
3.814157,Variable1Value,Variable2Value
3.815598,Variable1Value,Variable2Value
3.81706,Variable1Value,Variable2Value
3.818396,Variable1Value,Variable2Value
3.820006,Variable1Value,Variable2Value
3.822093,Variable1Value,Variable2Value
3.824161,Variable1Value,Variable2Value
3.82575,Variable1Value,Variable2Value
3.827264,Variable1Value,Variable2Value
3.828779,Variable1Value,Variable2Value
3.830523,Variable1Value,Variable2Value
3.832192,Variable1Value,Variable2Value
3.833855,Variable1Value,Variable2Value
3.835644,Variable1Value,Variable2Value
3.837035,Variable1Value,Variable2Value
3.838573,Variable1Value,Variable2Value
3.840015,Variable1Value,Variable2Value
3.841473,Variable1Value,Variable2Value
3.842912,Variable1Value,Variable2Value
3.844403,Variable1Value,Variable2Value
3.845894,Variable1Value,Variable2Value
3.847295,Variable1Value,Variable2Value
3.849025,Variable1Value,Variable2Value
3.850474,Variable1Value,Variable2Value
3.852317,Variable1Value,Variable2Value
3.853861,Variable1Value,Variable2Value
3.855243,Variable1Value,Variable2Value
3.856599,Variable1Value,Variable2Value
3.857965,Variable1Value,Variable2Value
3.859481,Variable1Value,Variable2Value
3.861032,Variable1Value,Variable2Value
3.862368,Variable1Value,Variable2Value
3.863741,Variable1Value,Variable2Value
3.865424,Variable1Value,Variable2Value
3.867271,Variable1Value,Variable2Value
3.868887,Variable1Value,Variable2Value
3.870249,Variable1Value,Variable2Value
3.871641,Variable1Value,Variable2Value
3.872988,Variable1Value,Variable2Value
3.874409,Variable1Value,Variable2Value
3.876079,Variable1Value,Variable2Value
3.877504,Variable1Value,Variable2Value
3.878819,Variable1Value,Variable2Value
3.880215,Variable1Value,Variable2Value
3.881992,Variable1Value,Variable2Value
3.883676,Variable1Value,Variable2Value
3.885047,Variable1Value,Variable2Value
3.886484,Variable1Value,Variable2Value
3.887839,Variable1Value,Variable2Value
3.889569,Variable1Value,Variable2Value
3.891613,Variable1Value,Variable2Value
3.893023,Variable1Value,Variable2Value
3.894464,Variable1Value,Variable2Value
3.895803,Variable1Value,Variable2Value
3.897746,Variable1Value,Variable2Value
3.899482,Variable1Value,Variable2Value
3.900951,Variable1Value,Variable2Value
3.902336,Variable1Value,Variable2Value
3.903691,Variable1Value,Variable2Value
3.905191,Variable1Value,Variable2Value
3.907108,Variable1Value,Variable2Value
3.908532,Variable1Value,Variable2Value
3.909939,Variable1Value,Variable2Value
3.911391,Variable1Value,Variable2Value
3.912867,Variable1Value,Variable2Value
3.914897,Variable1Value,Variable2Value
3.91727,Variable1Value,Variable2Value
3.919051,Variable1Value,Variable2Value
3.920629,Variable1Value,Variable2Value
3.922524,Variable1Value,Variable2Value
3.923906,Variable1Value,Variable2Value
3.925423,Variable1Value,Variable2Value
3.927006,Variable1Value,Variable2Value
3.928583,Variable1Value,Variable2Value
3.930444,Variable1Value,Variable2Value
3.931798,Variable1Value,Variable2Value
3.933428,Variable1Value,Variable2Value
3.935097,Variable1Value,Variable2Value
3.936746,Variable1Value,Variable2Value
3.938453,Variable1Value,Variable2Value
3.939779,Variable1Value,Variable2Value
3.941396,Variable1Value,Variable2Value
3.943186,Variable1Value,Variable2Value
3.944701,Variable1Value,Variable2Value
3.946443,Variable1Value,Variable2Value
3.94798,Variable1Value,Variable2Value
3.949432,Variable1Value,Variable2Value
3.950868,Variable1Value,Variable2Value
3.952344,Variable1Value,Variable2Value
3.954264,Variable1Value,Variable2Value
3.955661,Variable1Value,Variable2Value
3.957098,Variable1Value,Variable2Value
3.95866,Variable1Value,Variable2Value
3.960325,Variable1Value,Variable2Value
3.962068,Variable1Value,Variable2Value
3.963491,Variable1Value,Variable2Value
3.964907,Variable1Value,Variable2Value
3.966392,Variable1Value,Variable2Value
3.96797,Variable1Value,Variable2Value
3.969754,Variable1Value,Variable2Value
3.971099,Variable1Value,Variable2Value
3.972623,Variable1Value,Variable2Value
3.974228,Variable1Value,Variable2Value
3.97605,Variable1Value,Variable2Value
3.977727,Variable1Value,Variable2Value
3.979123,Variable1Value,Variable2Value
3.980547,Variable1Value,Variable2Value
3.982039,Variable1Value,Variable2Value
3.983507,Variable1Value,Variable2Value
3.984917,Variable1Value,Variable2Value
3.986725,Variable1Value,Variable2Value
3.988182,Variable1Value,Variable2Value
3.989727,Variable1Value,Variable2Value
3.991222,Variable1Value,Variable2Value
3.992717,Variable1Value,Variable2Value
3.994501,Variable1Value,Variable2Value
3.995969,Variable1Value,Variable2Value
3.997451,Variable1Value,Variable2Value
3.998793,Variable1Value,Variable2Value
4.000197,Variable1Value,Variable2Value
4.002049,Variable1Value,Variable2Value
4.003522,Variable1Value,Variable2Value
4.005235,Variable1Value,Variable2Value
4.006604,Variable1Value,Variable2Value
4.007935,Variable1Value,Variable2Value
4.009529,Variable1Value,Variable2Value
4.010901,Variable1Value,Variable2Value
4.012393,Variable1Value,Variable2Value
4.013857,Variable1Value,Variable2Value
4.015161,Variable1Value,Variable2Value
4.016491,Variable1Value,Variable2Value
4.018404,Variable1Value,Variable2Value
4.019983,Variable1Value,Variable2Value
4.021421,Variable1Value,Variable2Value
4.022755,Variable1Value,Variable2Value
4.024177,Variable1Value,Variable2Value
4.025742,Variable1Value,Variable2Value
4.027115,Variable1Value,Variable2Value
4.02853,Variable1Value,Variable2Value
4.029837,Variable1Value,Variable2Value
4.031121,Variable1Value,Variable2Value
4.032656,Variable1Value,Variable2Value
4.034296,Variable1Value,Variable2Value
4.03572,Variable1Value,Variable2Value
4.037667,Variable1Value,Variable2Value
4.039066,Variable1Value,Variable2Value
4.04054,Variable1Value,Variable2Value
4.042096,Variable1Value,Variable2Value
4.043457,Variable1Value,Variable2Value
4.044927,Variable1Value,Variable2Value
4.046321,Variable1Value,Variable2Value
4.047736,Variable1Value,Variable2Value
4.049209,Variable1Value,Variable2Value
4.050727,Variable1Value,Variable2Value
4.052189,Variable1Value,Variable2Value
4.053573,Variable1Value,Variable2Value
4.054987,Variable1Value,Variable2Value
4.056589,Variable1Value,Variable2Value
4.057991,Variable1Value,Variable2Value
4.059446,Variable1Value,Variable2Value
